Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jamaica,JAM,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,,,,,,,,,,,12.29563433,12.20534224,12.33159352,12.18728577,11.71893871,11.16287558,11.21325784,10.66405941,11.21724118,10.48657744,9.68968274,9.70506881,7.375455555,7.248235277,14.16771464,14.50587832,13.9048842,13.41146872,14.18954069,14.3250658,18.90443065,18.21268996,17.43785154,17.3133667,17.71910375,17.48424613,18.57423693,19.07608046,18.81688915,19.26253239,19.43033795,12.76039595,12.63066437,12.10488502,12.60292304,11.51706394,11.71960358,11.67974968,11.62184686,,,,,,,,,
Jamaica,JAM,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,,,,,,,,,,0,100.9782658,100.8002599,102.3857681,101.9156898,99.15757327,95.50431692,97.09044157,91.76071206,96.35868168,89.57340828,84.57368268,83.25347703,64.75310706,68.30381762,150.9584162,150.5826217,152.446198,147.6482003,155.4946627,157.4768808,233.6795577,237.9560794,239.8907798,240.6731105,244.0345845,245.3406901,256.6680931,259.5796725,255.4900758,264.172148,267.408083,162.1705961,160.1479827,158.2120577,166.2275137,150.1076528,154.0998956,154.4506738,154.3323154,,,,,,,,,
Jamaica,JAM,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,51.70548664,51.07026293,50.29097532,49.89144281,49.7681706,50.12578538,50.0016944,50.21736492,49.25172752,49.38995582,50.80543483,49.75847618,52.42980591,54.61387736,51.47177054,49.45537146,51.48597442,51.6245025,49.90650636,49.28616039,48.02925401,49.69337745,51.41159143,51.26832143,49.90550099,50.21794325,48.11045384,46.71840869,46.7258261,46.30017065,45.9952952,49.48226585,49.21262825,50.5412024,50.02165377,50.30947153,50.11906329,49.97756323,49.76828748,,,,,,,,,
Jamaica,JAM,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,,,,,,,,,,0,424.6328602,421.7739805,417.5518866,417.2151948,421.1039196,428.8526606,432.941671,432.1038534,423.0836673,421.8751735,443.4410124,426.8456241,460.3095782,514.6544194,548.4368623,513.38632,564.4664805,568.3393105,546.8954593,541.8076898,593.6944118,649.2638538,707.2641221,712.6809362,687.3185218,704.6632014,664.8143063,635.7254181,634.429249,634.9744303,633.0056506,628.8651685,623.9816773,660.5785695,659.7656046,655.7084972,659.0105513,660.8933007,660.8979736,,,,,,,,,
Jamaica,JAM,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,17.8,,,,,50.3,,,70.3,,84,,,,,,,
Jamaica,JAM,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56190373,9.984694992,12.305098,12.9037384,16.81596606,20.69452351,22.94949721,27.42035869,30.57172203,32.67672283,31.44733741,32.97380786,39.05718673,43.99779474,42.87567369,56.12860954,65.50259735,49.2889,48.98351081,56.46891284,61.53186327,66.04742431,,,,,
Jamaica,JAM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,7210.3984,7218.1041,7832.3233,9812.8877,9585.1143,9140.5232,7832.7393,8426.8527,,8601.1335,,8081.9637,7124.8654,7225.7731,7049.8807,6408.9541,6233.0791,6286.058,6832.8877,8263.0162,9319.21737,9371.5824,10249.7128,10465.9562,10521.7448,10886.3338,11247.785,11457.9309,11874.5802,12168.2626,12364.4322,12249.8631,12392.1182,12959.0415,13419.4675,13314.8946,14549.9645,15423.5468,13912.5571,13884.09722,14581.6781,15053.50546,15474.32041,,,,,
Jamaica,JAM,"PPG, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CD,,,,,,,,,,,1027000,1225000,1214000,1071000,885000,742000,684000,1022000,1547000,1720000,2334000,6422000,12716000,4978000,0,3011000,11705000,4329000,7485000,5653000,19138000,20667000,22756000,22189000,23775000,28908000,67323000,96726000,64828000,102073000,76436000,80911000,69887000,65334000,72686000,78951000,78343000,69828000,89635000,72352000,65496000,65158000,61795000,55814000,57281000,44129000,78250000,
Jamaica,JAM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,,,,,,,,,,,1116000,1314000,2112000,2811000,3284000,4533000,6676000,9111000,14485000,27440000,26248000,29036000,39871000,39269000,26624000,71760000,119335000,89170000,90906000,76930000,104899000,185845000,190252000,94391000,95101000,128777000,170704000,220014000,144125000,162369000,152044000,172513000,97951000,95994000,100688000,114487000,114116000,93699000,117921000,106084000,75179000,73723000,89004000,63225000,61282000,46340000,80461000,77047000
Jamaica,JAM,"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,,,2000000,3000000,3000000,3900000,4810000,5780000,5000000,3000000,4000000,6000000,5000000,5000000,9000000,10000000,9000000,9000000,23000000,23000000,16000000,63000000,110000000,109000000,99000000,101000000,104000000,89000000,60000000,90000000,104000000,54000000,66000000,60000000,43000000,28000000,-7000000,-23000000,-11660000,-15300000,-26150000,-17840000,-10990000,1180000,11640000,17770000,9380000,-5540000,-890000,-2050000,-3800000,-490000,2090000,1340000,10270000,13910000,14100000,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,,10090000,12500000,3360000,3740000,9490000,9320000,8860000,14990000,11850000,8800000,15860000,15310000,13480000,18910000,18000000,17900000,23300000,100350000,84570000,87500000,122510000,155830000,159270000,161080000,161500000,166950000,153360000,177040000,240380000,259240000,158820000,121040000,97630000,113600000,100020000,57240000,69890000,21960000,-17520000,6480000,40110000,11850000,2670000,71520000,27790000,32580000,23120000,77140000,112900000,104870000,9200000,9020000,44080000,75620000,47540000,34570000,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,,,,,,,,,,,,,,,,,,,220000,980000,1740000,2170000,1480000,900000,160000,290000,30000,,730000,330000,1440000,550000,420000,1030000,630000,680000,220000,3180000,240000,200000,210000,350000,140000,350000,230000,290000,110000,240000,80000,30000,,,,20000,30000,20000,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,,20000,30000,30000,40000,10000,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,,,,,,,,,,,,,20000,20000,30000,40000,380000,130000,60000,600000,170000,30000,,10000,10000,,10000,10000,10000,10000,,,,,,20000,20000,70000,40000,30000,20000,,30000,50000,30000,30000,60000,60000,70000,110000,100000,70000,110000,70000,200000,230000,230000,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,,,,,,,,,,,,,,20000,10000,,,40000,1660000,3620000,5950000,1350000,3230000,2930000,1720000,2250000,2260000,2590000,3040000,2230000,2570000,1560000,1140000,880000,1100000,810000,310000,340000,340000,360000,360000,310000,570000,500000,330000,390000,350000,230000,140000,120000,120000,,,,,,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,20000,260000,250000,260000,380000,510000,930000,5000000,21950000,28040000,34350000,6860000,8350000,7910000,7120000,2660000,3360000,6420000,4680000,10660000,25450000,-160000,4620000,7980000,7660000,11640000,5560000,1190000,-530000,-2790000,3160000,1840000,1640000,-2280000,7720000,-3980000,-2980000,-5250000,-5250000,-4250000,-2940000,-660000,-2990000,-1350000,-1350000,-1130000,-1120000,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,,,,,10000,,,,,,,,,,,,,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,100000,210000,70000,120000,110000,130000,60000,140000,80000,30000,60000,80000,50000,20000,150000,100000,1340000,1240000,110000,30000,1120000,1520000,350000,400000,300000,
Jamaica,JAM,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,,,,,,,,,,,,,,,30000,20000,20000,310000,60000,380000,160000,420000,3440000,6170000,14100000,24690000,10450000,3300000,5620000,22920000,63480000,40330000,400000,-3370000,2150000,8020000,12410000,15450000,11050000,-8180000,-12230000,-4290000,-6560000,-11410000,-15840000,-17940000,-16230000,-8020000,-3740000,-5250000,-2120000,-22450000,-22580000,-18150000,-14790000,-11090000,-11370000,
Jamaica,JAM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.67900085,72.34600067,76.34500122,76.4260025,75.88600159,77.03099823,80.09200287,82.12999725,83.76799774,84.64499664,84.41600037,83.83999634,85.08599854,85.96199799,86.41999817,87.13200378,86.03600311,84.72899628,82.75299835,84.10800171,85.77600098,85.67700195,86.30599976,86.18000031,85.95200348,86.03700256,85.95400238
Jamaica,JAM,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.55,,,,,,,,,,,,,,,
Jamaica,JAM,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.32,,,,,,,,,,,,,,,
Jamaica,JAM,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,
Jamaica,JAM,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,
Jamaica,JAM,Informal employment (% of total non-agricultural employment),SL.ISV.IFRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60400009,19.07600021,19.20999908,19.01399994,20.21199989,20.31500053,18.66300011,18.2689991,17.98399925,16.99399948,17.14900017,17.31100082,17.45499992,18.26499939,17.7689991,17.75300026,18.05999947,16.53800011,17.36100006,15.91800022,16.05699921,15.46500015,15.2159996,15.3380003,15.50800037,15.35599995,15.39099979
Jamaica,JAM,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18400002,24.68199921,24.9640007,24.4470005,26.01199913,26.55599976,24.81800079,24.78199959,25.08499908,24.24099922,24.63100052,24.73699951,25.07799911,27.30200005,26.71299934,27.24799919,26.83600044,24.23200035,23.96899986,22.30599976,22.77000046,21.95100021,21.75200081,21.88400078,22.15800095,22.08399963,22.18400002
Jamaica,JAM,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08500004,11.6079998,11.60400009,11.59000015,12.44799995,11.7329998,9.887999535,8.326999664,7.43599987,6.181000233,6.074999809,6.425000191,6.252999783,5.355999947,5.204999924,4.599999905,5.934000015,5.770999908,7.997000217,6.775000095,6.43599987,6.440000057,5.788000107,5.815000057,5.842999935,5.748000145,5.763999939
Jamaica,JAM,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19897.66211,19835.67188,21572.86133,21238.69531,21835.0293,21645.32227,21422.92969,20701.63086,20783.63672,20739.57617,20685.96094,20770.07031,20726.51758,20684.72266,20467.59961,20429.61719,20346.27539,20125.23633,19184.79297,18815.35938,18936.60352,18793.78711,18882.01172,18411.98633,18319.54297,18274.86328,18190.36133
Jamaica,JAM,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.140000105,3.035000086,2.229000092,2.401000023,2.864000082,2.469000101,2.112999916,2.15899992,2.177000046,2.015000105,2.095999956,1.424000025,1.32099998,1.289999962,1.271000028,1.208999991,1.223999977,1.133999944,0.912999988,0.964999974,0.989000022,0.996999979,1.004999995,1.016000032,1.075999975,1.055999994,1.062999964
Jamaica,JAM,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.138000011,2.207999945,1.47300005,1.672999978,2.039000034,1.628999949,1.333999991,1.299000025,1.593000054,1.317999959,1.164999962,0.666000009,0.69599998,0.515999973,0.393000007,0.503000021,0.532999992,0.421000004,0.595000029,0.637000024,0.648999989,0.648000002,0.657999992,0.666999996,0.713,0.690999985,0.694000006
Jamaica,JAM,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.488999844,4.135000229,3.229000092,3.394999981,3.967000008,3.625,3.22300005,3.470999956,3.04399991,3.053999901,3.471999884,2.53399992,2.24000001,2.394999981,2.505000114,2.187000036,2.178999901,2.132999897,1.363000035,1.432999969,1.476999998,1.481999993,1.503999949,1.523000002,1.601999998,1.577999949,1.585999966
Jamaica,JAM,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88,,,,,,79.16,,,,,,
Jamaica,JAM,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.57,,,,,,77.9,,,,,,
Jamaica,JAM,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,80.41,,,,,,
Jamaica,JAM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.36800003,56.6590004,58.52099991,58.64400101,59.84999847,59.75999832,59.72399902,59.06600189,59.11000061,59.1590004,59.64500046,61.38700104,61.09199905,61.18099976,62.14599991,61.34700012,63.24300003,60.09400177,59.78699875,59.64899826,59.7120018,59.08800125,58.97900009,58.92499924,58.81800079,59.0019989,59.01699829
Jamaica,JAM,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5340004,52.65499878,54.48699951,54.61299896,55.3730011,55.63800049,55.23899841,54.62900162,55.0379982,55.11100006,55.66799927,56.88700104,56.52999878,57.89300156,58.71300125,57.71500015,59.30500031,55.35699844,54.29800034,54.23699951,54.21900177,53.30099869,53.27099991,53.24599838,53.10599899,53.13600159,53.11999893
Jamaica,JAM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5359993,61.99200058,63.85400009,64.15299988,65.84400177,65.4280014,66.1190033,65.83899689,65.15899658,65.19799805,65.53099823,67.98200226,67.79499817,65.8769989,66.96800232,66.37799835,68.68499756,66.72200012,67.56600189,67.39399719,67.58300018,67.14199829,67.21299744,67.18699646,67.11699677,67.37599945,67.37599945
Jamaica,JAM,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.47200084,42.26599908,39.98500061,39.22099972,37.55700088,37.92899919,37.14999866,38.06600142,38.1099987,38.13399959,37.56899953,36.09700036,36.1129998,36.2130003,34.7099992,35.52899969,33.53099918,36.74099839,37.12299907,37.31700116,37.25100106,37.71200013,37.8139981,37.88499951,38.07799888,37.84700036,37.83699822
Jamaica,JAM,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.10200071,46.03100181,43.60599947,42.55300105,41.19999933,41.45900178,40.77999914,41.74700189,41.49599993,41.46499932,40.51299953,40.20899928,40.11200035,38.87999839,37.21000135,38.42400146,36.69700146,40.74000025,42.02699924,42.18099874,42.1890009,42.84800076,42.88299847,42.93099993,43.17100018,43.05999947,43.07799888
Jamaica,JAM,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.579,37.25000191,35.1989994,34.66699934,32.67999935,33.07600021,31.9739995,32.44600034,33.07899976,33.16499996,33.21000075,30.06899977,30.2379992,32.40199995,31.19900036,31.51900077,29.15700054,31.14399958,30.17400086,30.3539995,30.1759994,30.56400073,30.50099969,30.5419991,30.6759994,30.40400016,30.40899992
Jamaica,JAM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.04700089,58.60599899,58.23300171,59.20399857,58.15200043,57.80199814,56.95399857,56.79299927,56.4280014,56.34600067,56.54299927,56.71900177,58.18299866,58.34500122,58.77299881,59.72900009,60.01800156,59.38600159,58.77000046,58.18000031,58.04100037,57.29700089,56.49399948,57.57500076,57.80099869,58.18099976,58.86100006
Jamaica,JAM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.90000153,58.36790085,56.31359863,54.65000153,54.40000153,53.27000046,53.41059875,54.18600082,54.62020111,56.22679901,57.48249817
Jamaica,JAM,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.50299835,68.77999878,68.0490036,70.07299805,68.1309967,68.39600372,68.30500031,69.91699982,68.66200256,68.66300201,68.80999756,68.89600372,70.88200378,70.34200287,70.39499664,71.04299927,71.21199799,70.71499634,70.22200012,69.69100189,69.47799683,67.68900299,67.68399811,69.1780014,69.37999725,69.33499908,69.93000031
Jamaica,JAM,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,68.27619934,65.69090271,63.88679886,63.59999847,61.90459824,62.13589859,62.9530983,63.29980087,64.33660126,65.24310303
Jamaica,JAM,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.14400101,48.95999908,48.90599823,48.84999847,48.61999893,47.65200043,46.04499817,44.14500046,44.61899948,44.45100021,44.73899841,45.04999924,46.05699921,46.91600037,47.70800018,48.93299866,49.30699921,48.50899887,47.73699951,47.05699921,46.96099854,47.2120018,45.61600113,46.28099823,46.52099991,47.31299973,48.07500076
Jamaica,JAM,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.90000153,48.98630142,47.43170166,45.90100098,45.70000076,44.97660065,44.97790146,45.75939941,46.20159912,48.43059921,50.03549957
Jamaica,JAM,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.63199997,43.3409996,41.47900009,41.35599899,40.15000153,40.24000168,40.27600098,40.93399811,40.88999939,40.8409996,40.35499954,38.61299896,38.90800095,38.81900024,37.85400009,38.65299988,36.75699997,39.90599823,40.21300125,40.35100174,40.2879982,40.91199875,41.02099991,41.07500076,41.18199921,40.9980011,40.98300171
Jamaica,JAM,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4659996,47.34500122,45.51300049,45.38700104,44.6269989,44.36199951,44.76100159,45.37099838,44.9620018,44.88899994,44.33200073,43.11299896,43.47000122,42.10699844,41.28699875,42.28499985,40.69499969,44.64300156,45.70199966,45.76300049,45.78099823,46.69900131,46.72900009,46.75400162,46.89400101,46.86399841,46.88000107
Jamaica,JAM,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4640007,38.00799942,36.14599991,35.84700012,34.15599823,34.5719986,33.88100052,34.1609993,34.8409996,34.80199814,34.46900177,32.01800156,32.20500183,34.1230011,33.0320015,33.62200165,31.31500053,33.27799988,32.43399811,32.60599899,32.41699982,32.85800171,32.78699875,32.81299973,32.88299942,32.62400055,32.62400055
Jamaica,JAM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.159999967,1.075000048,1.493999958,2.13499999,2.592999935,2.309999943,3.125999928,2.868000031,2.780999899,2.707000017,2.786999941,2.51699996,2.795000076,2.605999947,3.142999887,3.124000072,3.226000071,3.164999962,3.089999914,3.03399992,3.036999941,3.200000048,3.207000017,3.190000057,3.105000019,3.151000023,3.145999908
Jamaica,JAM,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.363999963,1.31400001,1.907999992,2.834000111,3.427999973,2.90199995,3.980999947,3.622999907,3.46600008,3.424000025,3.819000006,2.904000044,3.35800004,3.226999998,4.077000141,3.861000061,3.999000072,3.903000116,3.676000118,3.58100009,3.592000008,3.851000071,3.845999956,3.822000027,3.721999884,3.802999973,3.802000046
Jamaica,JAM,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88499999,0.758000016,0.948000014,1.179999948,1.475999951,1.496000051,1.907999992,1.715000033,1.761999965,1.636999965,1.25999999,1.949000001,1.967000008,1.720000029,1.832999945,2.102999926,2.15899992,2.132999897,2.259000063,2.250999928,2.242000103,2.295000076,2.286000013,2.270999908,2.207000017,2.220000029,2.21600008
Jamaica,JAM,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99099922,30.1989994,28.97999954,32.12200165,28.76300049,28.71199989,28.03300095,28.17499924,27.87599945,27.77599907,28.29500008,28.88999939,33.68700027,31.19499969,32.39699936,33.61600113,34.02999878,32.84700012,32.16899872,31.18799973,30.82299995,28.82600021,27.97999954,29.3409996,29.8920002,29.87400055,30.84199905
Jamaica,JAM,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37109947,21.61260033,21.88120079,22.86599922,24.99650002,26.14069939
